"YEAR","PROJECT_CODE","EVENT_ID","STATION_ID","GEAR_PERFORMANCE_CODE","USED_IN_ESTIMATE","STATION_TYPE_CODE","TOW_LENGTH_DESIGNATED","CATCH_WEIGHT"
"1994","T06","1994T06009","14","01","YES","Standard",0.990000,480.807912
"1994","T06","1994T06010","15","01","YES","Standard",1.000000,422.748088
"1994","T06","1994T06011","11","01","YES","Standard",1.010000,352.894863
"1994","T06","1994T06012","16","01","YES","Standard",0.990000,358.337972
"1994","T06","1994T06013","18","01","YES","Standard",0.990000,506.209084
"1994","T06","1994T06014","21","01","YES","Standard",1.000000,399.161285
"1994","T06","1994T06015","24","01","YES","Standard",0.960000,1116.744414
"1994","T06","1994T06016","23","01","YES","Standard",0.980000,406.418763
"1994","T06","1994T06017","22","01","YES","Standard",1.000000,449.963631
"1994","T06","1994T06018","20","01","YES","Standard",1.020000,485.343835
"1994","T06","1994T06019","19","01","YES","Standard",1.020000,304.814072
"1994","T06","1994T06020","17","01","YES","Standard",1.000000,346.544570
"1994","T06","1994T06021","12","01","YES","Standard",1.010000,296.649409
"1994","T06","1994T06022","10","01","YES","Standard",0.990000,293.020671
"1994","T06","1994T06023","8","01","YES","Standard",0.980000,586.041342
"1994","T06","1994T06024","2","01","YES","Standard",1.000000,350.173309
"1994","T06","1994T06025","108","01","YES","Standard",1.010000,243.125510
"1994","T06","1994T06026","105","01","YES","Standard",1.000000,849.124916
"1994","T06","1994T06027","104","01","YES","Standard",1.030000,969.780487
"1994","T06","1994T06028","103","01","YES","Standard",0.990000,294.835040
"1994","T06","1994T06029","107","01","YES","Standard",0.840000,178.715393
"1994","T06","1994T06030","102","01","YES","Standard",0.940000,556.104245
"1994","T06","1994T06031","101","01","YES","Standard",0.870000,537.053366
"1994","T06","1994T06032","106","01","YES","Standard",1.020000,190.508795
"1994","T06","1994T06033","111","01","YES","Standard",0.970000,195.044719
"1994","T06","1994T06034","110","01","YES","Standard",0.980000,332.029614
"1994","T06","1994T06035","109","01","YES","Standard",1.010000,168.736361
"1994","T06","1994T06036","112","01","YES","Standard",0.970000,515.280932
"1994","T06","1994T06037","U21","01","NO","Standard",1.070000,778.364506
"1994","T06","1994T06038","V21","01","NO","Standard",1.000000,343.823016
"1994","T06","1994T06039","W21","01","NO","Standard",1.000000,644.101165
"1994","T06","1994T06040","X24","01","NO","Standard",0.980000,404.604394
"1994","T06","1994T06041","W23","01","NO","Standard",0.950000,248.568618
"1994","T06","1994T06042","V23","01","NO","Standard",1.080000,163.293253
"1994","T06","1994T06043","4","01","YES","Standard",1.050000,204.116566
"1994","T06","1994T06044","3","01","YES","Standard",1.030000,978.852334
"1994","T06","1994T06045","S27","01","NO","Ancillary",0.980000,176.901024
"1995","T04","1995T04001","5","01","YES","Standard",1.040000,575.155125
"1995","T04","1995T04002","4","01","YES","Standard",1.010000,859.103948
"1995","T04","1995T04003","2","01","YES","Standard",1.070000,379.203221
"1995","T04","1995T04004","1","01","YES","Standard",1.000000,1167.546760
"1995","T04","1995T04005","3","01","YES","Standard",1.060000,1913.252616
"1995","T04","1995T04006","6","01","YES","Standard",1.020000,943.472129
"1995","T04","1995T04007","7","01","YES","Standard",1.040000,1036.004973
"1995","T04","1995T04008","10","01","YES","Standard",1.050000,1075.921101
"1995","T04","1995T04009","11","01","YES","Standard",1.000000,1202.019780
"1995","T04","1995T04010","9","01","YES","Standard",1.010000,903.556001
"1995","T04","1995T04011","71","01","YES","Standard",0.950000,1964.962146
"1995","T04","1995T04012","12","01","YES","Standard",1.010000,919.885326
"1995","T05","1995T05011","52","01","YES","Standard",1.040000,727.562161
"1995","T05","1995T05012","56","01","YES","Standard",1.040000,696.717880
"1995","T05","1995T05013","58","01","YES","Standard",1.030000,216.817152
"1995","T05","1995T05014","67","01","YES","Standard",0.540000,211.374044
"1995","T05","1995T05015","68","01","YES","Standard",1.080000,491.694129
"1995","T05","1995T05016","60","01","YES","Standard",1.010000,458.128293
"1995","T05","1995T05017","471","01","YES","Standard",1.050000,272.155422
"1995","T05","1995T05018","53","01","YES","Standard",1.020000,250.382988
"1995","T05","1995T05019","54","01","YES","Standard",0.710000,177.808209
"1995","T05","1995T05020","49","01","YES","Standard",1.020000,450.870815
"1995","T05","1995T05021","48","01","YES","Standard",1.100000,277.598530
"1995","T05","1995T05022","41","01","YES","Standard",1.010000,231.332108
"1995","T05","1995T05023","43","01","NO","Standard",0.750000,175.086654
"1995","T05","1995T05024","31","01","NO","Standard",1.000000,439.077414
"1995","T05","1995T05025","27","01","YES","Standard",1.100000,625.957470
"1995","T05","1995T05026","23","01","NO","Standard",0.960000,302.092518
"1995","T05","1995T05027","29","01","YES","Standard",0.990000,157.850144
"1995","T06","1995T06001","21","01","YES","Standard",1.030000,486.251020
"1995","T06","1995T06002","18","01","YES","Standard",1.090000,541.589289
"1995","T06","1995T06003","16","01","YES","Standard",1.030000,564.268908
"1995","T06","1995T06004","14","01","YES","Standard",1.060000,388.275068
"1995","T06","1995T06005","13","01","YES","Standard",1.040000,541.589289
"1995","T06","1995T06006","15","01","YES","Standard",1.030000,485.343835
"1995","T06","1995T06007","11","01","YES","Standard",1.060000,378.296036
"1995","T06","1995T06008","1","01","YES","Standard",1.040000,322.050582
"1995","T06","1995T06009","27","01","YES","Standard",1.050000,322.050582
"1995","T06","1995T06010","25","01","YES","Standard",1.040000,484.436651
"1995","T06","1995T06011","26","01","YES","Standard",1.070000,282.134454
"1995","T06","1995T06012","106","01","YES","Standard",1.030000,114.305277
"1995","T06","1995T06013","108","01","YES","Standard",1.020000,107.954984
"1995","T06","1995T06014","104","01","YES","Standard",1.020000,531.610257
"1995","T06","1995T06015","103","01","YES","Standard",1.070000,258.547650
"1995","T06","1995T06016","107","01","YES","Standard",1.010000,310.257181
"1995","T06","1995T06017","102","01","YES","Standard",1.010000,248.568618
"1995","T06","1995T06018","101","01","YES","Standard",1.020000,412.769056
"1995","T06","1995T06019","110","01","YES","Standard",1.050000,105.233429
"1995","T06","1995T06020","112","01","YES","Standard",1.020000,438.170229
"1995","T06","1995T06021","4","01","YES","Standard",1.030000,293.927855
"1995","T06","1995T06022","8","01","YES","Standard",1.080000,287.577562
"1995","T06","1995T06023","2","01","YES","Standard",1.060000,273.062606
"1995","T06","1995T06024","7","01","YES","Standard",1.030000,350.173309
"1995","T06","1995T06025","6","01","YES","Standard",1.050000,345.637385
"1995","T06","1995T06026","9","01","YES","Standard",1.030000,348.358940
"1995","T06","1995T06027","10","01","YES","Standard",0.990000,361.966711
"1995","T06","1995T06028","12","01","YES","Standard",1.050000,350.173309
"1995","T06","1995T06029","R16","01","NO","Standard",1.000000,405.511578
"1995","T06","1995T06030","20","01","YES","Standard",1.020000,351.987679
"1995","T06","1995T06031","22","01","YES","Standard",1.010000,347.451755
"1995","T06","1995T06032","23","01","YES","Standard",1.010000,293.020671
"1995","T06","1995T06033","24","01","YES","Standard",1.040000,299.370964
"1996","T04","1996T04001","5","01","YES","Standard",1.000000,417.304980
"1996","T04","1996T04002","4","01","YES","Standard",1.020000,625.050285
"1996","T04","1996T04003","3","01","YES","Standard",1.030000,488.518982
"1996","T04","1996T04004","2","01","YES","Standard",1.050000,113.398092
"1996","T04","1996T04005","1","01","YES","Standard",1.000000,384.646329
"1996","T04","1996T04006","6","01","YES","Standard",0.990000,912.627848
"1996","T04","1996T04007","71","01","YES","Standard",1.030000,1152.124619
"1996","T04","1996T04008","8","01","YES","Standard",0.940000,762.942366
"1996","T04","1996T04009","9","01","YES","Standard",1.040000,720.304683
"1996","T04","1996T04010","10","01","YES","Standard",0.970000,176.901024
"1996","T04","1996T04011","12","01","YES","Standard",0.970000,1185.690455
"1996","T04","1996T04012","13","01","YES","Standard",0.630000,780.178876
"1996","T04","1996T04013","11","01","YES","Standard",0.930000,874.526089
"1996","T04","1996T04014","14","01","YES","Standard",0.980000,3156.095710
"1996","T04","1996T04015","17","01","NO","Standard",1.000000,1420.651302
"1996","T04","1996T04016","20","01","NO","Standard",1.000000,1172.536276
"1996","T04","1996T04017","18","01","NO","Standard",0.990000,721.211868
"1996","T04","1996T04018","15","01","YES","Standard",0.450000,601.463482
"1996","T04","1996T04019","7","01","YES","Standard",0.980000,860.011133
"1996","T05","1996T05001","68","01","YES","Standard",1.000000,377.388851
"1996","T05","1996T05002","67","01","YES","Standard",1.100000,371.038558
"1996","T05","1996T05003","58","01","YES","Standard",1.090000,453.592370
"1996","T05","1996T05004","55","01","YES","Standard",1.000000,1012.418169
"1996","T05","1996T05005","51","01","YES","Standard",1.030000,1280.037668
"1996","T05","1996T05006","50","01","YES","Standard",1.080000,1312.696318
"1996","T05","1996T05007","41","01","YES","Standard",1.100000,287.577562
"1996","T05","1996T05008","471","01","YES","Standard",1.070000,322.050582
"1996","T05","1996T05009","48","01","YES","Standard",1.000000,281.227269
"1996","T05","1996T05010","53","01","YES","Standard",1.070000,1026.025940
"1996","T05","1996T05011","54","01","YES","Standard",1.060000,270.341052
"1996","T05","1996T05012","44","01","YES","Standard",1.070000,922.606880
"1996","T05","1996T05013","43","01","NO","Standard",1.030000,231.332108
"1996","T05","1996T05014","42","20","NO","Standard",0.500000,
"1996","T05","1996T05015","37","01","YES","Standard",1.090000,630.493394
"1996","T05","1996T05016","33","01","YES","Standard",1.050000,440.891783
"1996","T05","1996T05017","28","01","YES","Standard",1.060000,685.831663
"1996","T05","1996T05018","27","01","YES","Standard",1.000000,399.161285
"1996","T05","1996T05019","32","01","YES","Standard",1.080000,344.730201
"1996","T05","1996T05020","38","01","YES","Standard",1.000000,253.104542
"1997","T04","1997T04001","5","01","YES","Standard",1.030000,1042.355266
"1997","T04","1997T04002","2","01","YES","Standard",1.060000,389.182253
"1997","T04","1997T04003","1","01","YES","Standard",1.090000,596.927558
"1997","T04","1997T04004","10","01","YES","Standard",1.030000,497.137237
"1997","T04","1997T04005","12","01","YES","Standard",1.040000,843.681808
"1997","T04","1997T04006","15","01","YES","Standard",1.060000,1455.124322
"1997","T04","1997T04007","13","01","YES","Standard",1.040000,834.609960
"1997","T04","1997T04008","11","01","YES","Standard",1.000000,849.124916
"1997","T04","1997T04009","4","01","YES","Standard",1.070000,516.188117
"1997","T04","1997T04010","3","01","YES","Standard",1.060000,241.311140
"1997","T04","1997T04011","6","01","YES","Standard",1.000000,612.349699
"1997","T04","1997T04012","71","01","YES","Standard",1.000000,561.547354
"1997","T04","1997T04013","8","01","YES","Standard",1.000000,1812.555110
"1997","T04","1997T04014","9","01","YES","Standard",1.050000,672.223892
"1997","T04","1997T04015","14","01","YES","Standard",1.100000,1636.561270
"1997","T04","1997T04016","17","01","NO","Standard",1.090000,1983.105841
"1997","T04","1997T04017","20","01","NO","Standard",1.040000,1202.926965
"1997","T04","1997T04018","21","01","NO","Standard",1.000000,1143.052772
"1997","T04","1997T04019","18","01","NO","Standard",0.770000,459.942663
"1997","T04","1997T04020","22","01","NO","Standard",1.060000,830.981221
"1997","T04","1997T04021","19","01","NO","Standard",1.000000,561.547354
"1997","T04","1997T04022","16","01","NO","Standard",1.050000,586.948526
"1997","T04","1997T04023","7","01","YES","Standard",1.030000,636.843687
"1997","T04","1997T04024","17","20","NO","Standard",0.300000,
"1997","T05","1997T05001","57","01","YES","Standard",1.000000,498.044422
"1997","T05","1997T05002","61","01","YES","Standard",1.030000,195.044719
"1997","T05","1997T05003","67","01","YES","Standard",1.050000,523.445594
"1997","T05","1997T05004","68","01","YES","Standard",1.080000,324.772136
"1997","T05","1997T05005","64","20","NO","Standard",0.470000,
"1997","T05","1997T05006","58","01","YES","Standard",1.070000,564.268908
"1997","T05","1997T05007","53","01","YES","Standard",1.000000,307.535626
"1997","T05","1997T05008","54","01","YES","Standard",1.060000,95.254397
"1997","T05","1997T05009","50","01","YES","Standard",1.070000,871.804535
"1997","T05","1997T05010","51","01","YES","Standard",1.000000,1210.184443
"1997","T05","1997T05011","41","01","YES","Standard",1.070000,174.179470
"1997","T05","1997T05012","471","01","YES","Standard",1.000000,578.783864
"1997","T05","1997T05013","472","01","NO","Standard",0.500000,1846.120945
"2002","T04","2002T04006","19","01","NO","Standard",1.010000,827.352482
"2002","T04","2002T04007","17","01","NO","Standard",1.030000,956.172715
"2002","T04","2002T04008","18","01","NO","Standard",1.000000,67.131670
"2002","T04","2002T04009","8","01","YES","Standard",1.000000,556.104245
"2002","T04","2002T04010","16","01","NO","Standard",1.000000,531.610257
"2002","T04","2002T04011","14","01","YES","Standard",1.010000,2932.021079
"2002","T04","2002T04012","15","01","YES","Standard",0.700000,410.047502
"2002","T04","2002T04013","7","01","YES","Standard",1.030000,1289.109515
"2002","T04","2002T04014","71","01","YES","Standard",1.020000,840.053069
"2002","T04","2002T04015","9","01","YES","Standard",0.970000,941.657760
"2002","T04","2002T04016","11","01","YES","Standard",1.000000,1993.084873
"2002","T04","2002T04017","12","01","YES","Standard",1.000000,1019.675647
"2002","T04","2002T04018","5","01","YES","Standard",0.760000,827.352482
"2002","T04","2002T04019","3","01","YES","Standard",1.000000,1381.642359
"2002","T04","2002T04020","4","01","YES","Standard",1.010000,688.553217
"2002","T04","2002T04021","6","01","YES","Standard",1.010000,348.358940
"2002","T04","2002T04022","17","20","NO","Standard",0.180000,
"2002","T04","2002T04023","18","20","NO","Standard",0.280000,
"1997","T05","1997T05014","44","01","YES","Standard",1.060000,799.229755
"1997","T05","1997T05015","45","01","YES","Standard",1.080000,608.720960
"1997","T05","1997T05016","37","01","YES","Standard",1.020000,723.933422
"1997","T05","1997T05017","38","01","YES","Standard",1.090000,156.942960
"1997","T05","1997T05018","33","01","YES","Standard",1.080000,304.814072
"1997","T05","1997T05019","32","01","YES","Standard",1.000000,322.050582
"1997","T05","1997T05020","27","01","YES","Standard",1.000000,763.849551
"1997","T05","1997T05021","54","20","NO","Standard",0.530000,
"1997","T06","1997T06001","24","01","YES","Standard",1.030000,754.777703
"1997","T06","1997T06002","23","01","YES","Standard",0.990000,252.197357
"1997","T06","1997T06003","22","01","YES","Standard",1.080000,526.167149
"1997","T06","1997T06004","21","01","YES","Standard",1.090000,839.145884
"1997","T06","1997T06005","18","01","YES","Standard",1.040000,1081.364210
"1997","T06","1997T06006","20","01","YES","Standard",1.040000,763.849551
"1997","T06","1997T06007","19","01","YES","Standard",1.020000,273.969791
"1997","T06","1997T06008","17","01","YES","Standard",0.960000,263.990759
"1997","T06","1997T06009","12","01","YES","Standard",1.050000,304.360480
"1997","T06","1997T06010","16","01","YES","Standard",1.020000,639.565241
"1997","T06","1997T06011","14","01","YES","Standard",1.030000,988.831366
"1997","T06","1997T06012","13","01","YES","Standard",1.100000,758.406442
"1997","T06","1997T06013","15","01","YES","Standard",1.040000,451.778000
"1997","T06","1997T06014","11","01","YES","Standard",1.040000,378.296036
"1997","T06","1997T06015","5","01","YES","Standard",1.030000,609.628145
"1997","T06","1997T06016","9","01","YES","Standard",1.010000,517.095301
"1997","T06","1997T06017","10","01","YES","Standard",1.040000,388.275068
"1997","T06","1997T06018","8","01","YES","Standard",1.030000,282.134454
"1997","T06","1997T06019","4","01","YES","Standard",1.050000,263.990759
"1997","T06","1997T06020","2","01","YES","Standard",1.050000,833.702776
"1997","T06","1997T06021","7","01","YES","Standard",1.010000,313.885920
"1997","T06","1997T06022","6","01","YES","Standard",1.040000,229.064146
"1997","T06","1997T06023","1","01","YES","Standard",1.060000,179.622578
"1997","T06","1997T06024","27","01","YES","Standard",1.040000,465.385771
"1997","T06","1997T06025","25","01","YES","Standard",1.000000,435.448675
"1997","T06","1997T06026","26","01","YES","Standard",1.020000,442.706153
"1997","T06","1997T06027","28","01","YES","Standard",1.000000,499.858791
"1997","T06","1997T06028","108","01","YES","Standard",0.890000,209.559674
"1997","T06","1997T06029","111","01","YES","Standard",1.010000,319.329028
"1997","T06","1997T06030","112","01","YES","Standard",1.040000,391.903807
"1997","T06","1997T06031","110","01","YES","Standard",1.070000,279.412899
"1997","T06","1997T06032","109","01","YES","Standard",1.070000,305.721257
"1997","T06","1997T06033","106","01","YES","Standard",1.010000,93.440028
"1997","T06","1997T06034","105","01","YES","Standard",1.040000,1172.082684
"1997","T06","1997T06035","104","01","YES","Standard",1.040000,1163.918021
"1997","T06","1997T06036","103","01","YES","Standard",1.000000,289.391932
"1997","T06","1997T06037","107","01","YES","Standard",1.040000,331.122430
"1997","T06","1997T06038","102","01","YES","Standard",1.030000,228.610554
"1997","T06","1997T06039","101","01","YES","Standard",1.020000,398.254100
"1997","T06","1997T06040","U15","01","NO","Standard",1.060000,246.754249
"1997","T06","1997T06041","V15","01","NO","Standard",1.010000,390.089438
"1997","T06","1997T06042","V14","01","NO","Standard",1.040000,540.682105
"1997","T06","1997T06043","W14","01","NO","Standard",1.060000,571.526386
"1997","T06","1997T06044","AC12","01","NO","Standard",1.040000,371.492151
"1997","T06","1997T06045","AD12","01","NO","Standard",1.030000,625.957470
"1997","T06","1997T06046","AD13","01","NO","Standard",1.100000,759.313627
"1997","T06","1997T06047","AF11","01","NO","Standard",1.030000,1036.004973
"1997","T06","1997T06048","AG10","01","NO","Standard",0.580000,610.535330
"1997","T06","1997T06049","AH9","01","NO","Standard",1.060000,2536.488533
"1997","T06","1997T06050","AB10","01","NO","Standard",1.040000,219.538707
"1997","T06","1997T06051","AA10","01","NO","Standard",1.000000,237.682401
"1997","T06","1997T06052","AA9","01","NO","Standard",1.040000,351.080494
"1997","T06","1997T06053","AB9","01","NO","Standard",1.070000,135.170526
"1998","T04","1998T04001","12","01","YES","Standard",1.000000,764.756735
"1998","T04","1998T04002","17","01","NO","Standard",1.030000,710.325651
"1998","T04","1998T04003","20","01","NO","Standard",1.050000,1521.348808
"1998","T04","1998T04004","21","01","NO","Standard",0.910000,389.182253
"1998","T04","1998T04005","9","01","YES","Standard",0.970000,851.846470
"1998","T04","1998T04006","15","01","YES","Standard",1.000000,754.777703
"1998","T04","1998T04007","18","01","NO","Standard",0.500000,98.429544
"1998","T04","1998T04008","22","01","NO","Standard",1.010000,698.532249
"1998","T04","1998T04009","19","01","NO","Standard",1.010000,576.515902
"1998","T04","1998T04010","5","01","YES","Standard",0.960000,562.454538
"1998","T04","1998T04011","4","01","YES","Standard",0.920000,433.634305
"1998","T04","1998T04012","3","01","YES","Standard",1.000000,201.395012
"1998","T04","1998T04013","2","01","YES","Standard",1.020000,347.451755
"1998","T04","1998T04014","1","01","YES","Standard",0.990000,445.427707
"1998","T04","1998T04015","6","01","YES","Standard",1.010000,856.382394
"1998","T04","1998T04016","71","01","YES","Standard",0.840000,546.125213
"1998","T04","1998T04017","7","01","YES","Standard",1.000000,646.822719
"1998","T04","1998T04018","8","01","YES","Standard",1.020000,690.367587
"1998","T04","1998T04019","11","01","YES","Standard",1.020000,791.065093
"1998","T04","1998T04020","13","01","YES","Standard",1.040000,815.559081
"1998","T04","1998T04021","16","01","NO","Standard",0.540000,311.164365
"1998","T04","1998T04022","14","01","YES","Standard",1.000000,1523.163178
"1998","T04","1998T04023","10","01","YES","Standard",0.960000,454.045962
"1998","T04","1998T04024","17","20","NO","Standard",0.940000,
"1998","T05","1998T05001","67","01","YES","Standard",1.070000,899.930000
"1998","T05","1998T05002","68","01","YES","Standard",1.000000,559.732984
"1998","T05","1998T05003","61","01","YES","Standard",0.560000,236.775217
"1998","T05","1998T05004","58","01","YES","Standard",1.000000,231.332108
"1998","T05","1998T05005","60","01","YES","Standard",1.000000,237.682401
"1998","T05","1998T05006","56","01","YES","Standard",1.050000,566.083277
"1998","T05","1998T05007","57","01","YES","Standard",1.000000,1538.585319
"1998","T05","1998T05008","52","01","YES","Standard",0.950000,835.517145
"1998","T05","1998T05009","50","01","YES","Standard",1.060000,537.053366
"1998","T05","1998T05010","51","01","YES","Standard",1.040000,707.604097
"1998","T05","1998T05011","32","01","YES","Standard",1.000000,249.475803
"1998","T05","1998T05012","30","01","NO","Standard",1.050000,78.471480
"1998","T05","1998T05013","34","01","YES","Standard",1.060000,400.975655
"1998","T05","1998T05014","33","01","YES","Standard",1.060000,385.553514
"1998","T05","1998T05015","44","01","YES","Standard",1.050000,689.460402
"1998","T05","1998T05016","45","01","YES","Standard",1.060000,679.481370
"1998","T05","1998T05017","46","01","YES","Standard",1.020000,47.627198
"1998","T05","1998T05018","38","01","YES","Standard",1.020000,215.456375
"1998","T05","1998T05019","37","01","YES","Standard",1.050000,267.619498
"1998","T05","1998T05020","41","01","YES","Standard",1.010000,230.424923
"1998","T05","1998T05021","471","01","YES","Standard",1.020000,292.113486
"1998","T05","1998T05022","53","01","YES","Standard",1.040000,210.920452
"1998","T05","1998T05023","48","01","YES","Standard",1.030000,185.065686
"1999","T04","1999T04001","5","01","YES","Standard",1.030000,514.373747
"1999","T04","1999T04002","2","01","YES","Standard",1.030000,151.499851
"1999","T04","1999T04003","4","01","YES","Standard",0.990000,401.882839
"1999","T04","1999T04004","1","01","YES","Standard",1.010000,413.676241
"1999","T04","1999T04005","7","01","YES","Standard",1.010000,573.794348
"1999","T04","1999T04006","9","01","YES","Standard",0.970000,961.615824
"1999","T04","1999T04007","12","01","YES","Standard",1.000000,1310.881949
"1999","T04","1999T04008","10","01","YES","Standard",1.010000,551.568321
"1999","T04","1999T04009","11","01","YES","Standard",1.000000,888.133860
"1999","T04","1999T04010","71","01","YES","Standard",1.000000,1261.893973
"1999","T04","1999T04011","13","01","YES","Standard",1.000000,918.978141
"1999","T04","1999T04012","16","01","NO","Standard",0.980000,815.559081
"1999","T04","1999T04013","19","01","NO","Standard",0.990000,919.885326
"1999","T04","1999T04014","15","01","YES","Standard",1.010000,794.693832
"1999","T04","1999T04015","14","01","YES","Standard",1.020000,1387.992652
"1999","T04","1999T04016","17","01","NO","Standard",1.000000,666.780783
"1999","T04","1999T04017","21","01","NO","Standard",1.000000,728.469346
"1999","T04","1999T04018","8","01","YES","Standard",0.900000,361.966711
"1999","T04","1999T04019","6","01","YES","Standard",1.010000,867.268611
"1999","T04","1999T04020","3","01","YES","Standard",1.010000,596.927558
"1999","T05","1999T05001","65","01","YES","Standard",1.060000,602.370667
"1999","T05","1999T05002","68","01","YES","Standard",1.020000,430.005566
"1999","T05","1999T05003","67","01","YES","Standard",1.020000,654.987382
"1999","T05","1999T05004","60","01","YES","Standard",0.990000,1233.771246
"1999","T05","1999T05005","56","01","YES","Standard",1.030000,1761.752765
"1999","T05","1999T05006","55","01","YES","Standard",1.030000,1008.789430
"1999","T05","1999T05007","54","01","YES","Standard",0.880000,188.240833
"1999","T05","1999T05008","58","01","YES","Standard",1.040000,412.769056
"1999","T05","1999T05009","53","01","YES","Standard",1.040000,323.864952
"1999","T05","1999T05010","49","01","YES","Standard",1.090000,1338.097491
"1999","T05","1999T05011","50","01","YES","Standard",1.010000,582.412603
"1999","T05","1999T05012","51","01","YES","Standard",1.020000,2886.661842
"1999","T05","1999T05013","41","01","NO","Standard",1.030000,335.658353
"1999","T05","1999T05014","44","01","YES","Standard",0.900000,322.050582
"1999","T05","1999T05015","37","01","YES","Standard",1.010000,930.771543
"1999","T05","1999T05016","33","01","YES","Standard",1.020000,306.628442
"1999","T05","1999T05017","32","01","YES","Standard",1.050000,404.604394
"1999","T05","1999T05018","45","01","YES","Standard",0.990000,128.820233
"1999","T05","1999T05019","52","01","YES","Standard",0.980000,3092.592778
"1999","T05","1999T05020","41","01","YES","Replicate",0.540000,68.946040
"1999","T05","1999T05021","67","20","NO","Standard",1.000000,
"1999","T05","1999T05022","67","20","NO","Standard",1.050000,
"1999","T05","1999T05023","49","20","NO","Standard",0.830000,
"1999","T05","1999T05024","41","20","NO","Standard",0.530000,
"1999","T05","1999T05025","36","20","NO","Standard",0.140000,
"1999","T05","1999T05026","38","20","NO","Standard",0.100000,
"1999","T05","1999T05027","38","20","NO","Standard",0.300000,
"1999","T06","1999T06001","AD13","01","NO","Standard",1.090000,815.105488
"1999","T06","1999T06002","AE12","01","NO","Standard",0.570000,806.487233
"1999","T06","1999T06003","AE11","01","NO","Standard",0.970000,255.826096
"1999","T06","1999T06004","AF11","01","NO","Standard",1.050000,335.658353
"1999","T06","1999T06005","U15","01","NO","Standard",1.090000,157.850144
"1999","T06","1999T06006","V15","01","NO","Standard",1.000000,299.370964
"1999","T06","1999T06007","V14","01","NO","Standard",1.020000,198.219865
"1999","T06","1999T06008","102","01","YES","Standard",0.980000,525.259964
"1999","T06","1999T06009","111","01","YES","Standard",1.030000,291.206301
"1999","T06","1999T06010","112","01","YES","Standard",0.970000,150.592666
"1999","T06","1999T06011","110","01","YES","Standard",0.980000,135.170526
"1999","T06","1999T06012","109","01","YES","Standard",1.060000,186.880056
"1999","T06","1999T06013","106","01","YES","Standard",1.040000,115.212461
"1999","T06","1999T06014","107","01","YES","Standard",1.010000,252.197357
"1999","T06","1999T06015","108","01","YES","Standard",0.950000,359.245157
"1999","T06","1999T06016","105","01","YES","Standard",1.010000,859.103948
"1999","T06","1999T06017","104","01","YES","Standard",0.990000,459.035478
"1999","T06","1999T06018","103","01","YES","Standard",1.030000,368.317004
"1999","T06","1999T06019","101","01","YES","Standard",1.000000,531.610257
"1999","T06","1999T06020","U22","01","NO","Standard",1.030000,310.257181
"1999","T06","1999T06021","Y24","01","NO","Standard",1.010000,89.811289
"1999","T06","1999T06022","X24","01","NO","Standard",1.050000,484.436651
"1999","T06","1999T06023","X25","01","NO","Standard",1.050000,528.888703
"1999","T06","1999T06024","21","01","YES","Standard",1.060000,254.011727
"1999","T06","1999T06025","18","01","YES","Standard",0.990000,374.667297
"1999","T06","1999T06026","16","01","YES","Standard",1.010000,257.640466
"1999","T06","1999T06027","15","01","YES","Standard",1.020000,378.296036
"1999","T06","1999T06028","14","01","YES","Standard",1.030000,637.750872
"1999","T06","1999T06029","13","01","YES","Standard",0.990000,296.649409
"1999","T06","1999T06030","11","01","YES","Standard",1.000000,209.559674
"1999","T06","1999T06031","5","01","YES","Standard",1.030000,238.589586
"1999","T06","1999T06032","1","01","YES","Standard",0.610000,227.703369
"1999","T06","1999T06033","2","01","YES","Standard",1.040000,465.385771
"1999","T06","1999T06034","3","01","YES","Standard",1.060000,606.906591
"1999","T06","1999T06035","4","01","YES","Standard",1.060000,263.083574
"1999","T06","1999T06036","6","01","YES","Standard",1.020000,725.747792
"1999","T06","1999T06037","7","01","YES","Standard",1.020000,733.912454
"1999","T06","1999T06038","T23","01","NO","Standard",0.970000,124.284309
"1999","T06","1999T06039","8","01","YES","Standard",0.990000,627.318247
"1999","T06","1999T06040","10","01","YES","Standard",1.050000,657.708936
"1999","T06","1999T06041","9","01","YES","Standard",1.040000,302.999703
"1999","T06","1999T06042","12","01","YES","Standard",1.000000,621.421546
"1999","T06","1999T06043","17","01","YES","Standard",0.990000,394.625361
"1999","T06","1999T06044","19","01","YES","Standard",0.970000,140.613634
"1999","T06","1999T06045","20","01","YES","Standard",1.040000,455.406739
"1999","T06","1999T06046","22","01","YES","Standard",1.090000,585.134157
"1999","T06","1999T06047","23","01","YES","Standard",1.020000,490.786944
"1999","T06","1999T06048","24","01","YES","Standard",0.950000,438.170229
"1999","T06","1999T06049","28","01","YES","Standard",0.980000,441.798968
"1999","T06","1999T06050","27","01","YES","Standard",0.980000,361.059526
"1999","T06","1999T06051","26","01","YES","Standard",1.020000,258.547650
"1999","T06","1999T06052","25","01","YES","Standard",0.990000,441.798968
"1999","T06","1999T06053","I25","01","NO","Standard",1.030000,554.289876
"1999","T06","1999T06054","H23","01","YES","Standard",0.990000,229.517739
"1999","T06","1999T06055","G24","01","YES","Standard",1.010000,677.667000
"1999","T06","1999T06056","E26","01","YES","Standard",0.970000,94.347212
"1999","T06","1999T06057","E27","01","YES","Standard",0.810000,72.574779
"1999","T06","1999T06058","L18","01","NO","Standard",1.010000,451.778000
"1999","T06","1999T06059","Q18","01","NO","Standard",0.980000,83.000000
